polyline=false
1	0.526343	-0.029940
1	0.536864	-0.029820
1	0.547369	-0.029723
1	0.557853	-0.029646
1	0.568310	-0.029588
1	0.578738	-0.029549
1	0.589130	-0.029525
1	0.599483	-0.029514
1	0.609792	-0.029515
1	0.620051	-0.029525
1	0.630258	-0.029542
1	0.640406	-0.029563
1	0.650493	-0.029585
1	0.660512	-0.029605
1	0.670460	-0.029621
1	0.680332	-0.029629
1	0.690124	-0.029627
1	0.699831	-0.029611
1	0.709450	-0.029578
1	0.718975	-0.029526
1	0.728403	-0.029452
1	0.737730	-0.029352
1	0.746951	-0.029224
1	0.756062	-0.029066
1	0.765059	-0.028875
1	0.773938	-0.028649
1	0.782696	-0.028385
1	0.791328	-0.028084
1	0.799831	-0.027742
1	0.808200	-0.027360
1	0.816432	-0.026936
1	0.824524	-0.026470
1	0.832471	-0.025962
1	0.840270	-0.025413
1	0.847919	-0.024823
1	0.855412	-0.024194
1	0.862748	-0.023527
1	0.869922	-0.022823
1	0.876932	-0.022085
1	0.883774	-0.021315
1	0.890446	-0.020516
1	0.896944	-0.019691
1	0.903266	-0.018842
1	0.909408	-0.017975
1	0.915368	-0.017091
1	0.921144	-0.016194
1	0.926733	-0.015290
1	0.932132	-0.014380
1	0.937338	-0.013470
1	0.942351	-0.012563
1	0.947166	-0.011663
1	0.951783	-0.010773
1	0.956199	-0.009899
1	0.960412	-0.009043
1	0.964421	-0.008209
1	0.968223	-0.007400
1	0.971817	-0.006620
1	0.975201	-0.005872
1	0.978374	-0.005159
1	0.981335	-0.004483
1	0.984081	-0.003847
1	0.986612	-0.003253
1	0.988927	-0.002705
1	0.991025	-0.002202
1	0.992904	-0.001748
1	0.994564	-0.001344
1	0.996004	-0.000991
1	0.997224	-0.000690
1	0.998223	-0.000443
1	0.999000	-0.000249
1	0.999556	-0.000111
1	0.999889	-0.000028
1	1.000000	0.000000
